Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
IENG00ITA,IT,SEPT POLARX5TR,SEPCHOKE_MC,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,45.01513333333334,7.639405555555555,316.6,4476537.4,600431.46,4488761.34,ROBOT,"IGS, IGS Multi-GNSS",ASI,12724S001,EXTERNAL H-MASER,Istituto Nazionale di Ricerca Metrologica,2
IISC00IND,IN,SEPT POLARX5,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,13.021165861111111,77.57037594444444,843.7145,1337936.455,6070317.1261,1427876.7852,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,22306M002,INTERNAL,Jet Propulsion Laboratory,2
IITK00IND,IN,TRIMBLE ALLOY,TRM159900.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,26.52142222222222,80.23213333333335,71.7,968880.6487,5628037.6499,2830900.7294,ROBOT,"RTS, IGS, IGS Multi-GNSS",,22317M001,,Indian Institute of Technology Kanpur,2
IMPZ00BRA,BR,LEICA GR50,LEIAR10,NONE,GPS+GLO+GAL+BDS+SBAS,-5.4917638888888884,-47.497233333333334,105.0,4289656.4,-4680884.9,-606347.1,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,41615M001,,Instituto Brasileiro de Geografia e Estatística,2
INEG00MEX,MX,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS,21.856152777777773,-102.2842027777778,1888.3,-1260435.67,-5788547.37,2360340.12,ROBOT,"IGS, IGS Multi-GNSS",ftp://geodesia.inegi.org.mx,40507M001,INTERNAL,Instituto Nacional de Estadistica y Geografía,2
INVK00CAN,CA,TRIMBLE NETR9,ASH701945C_M,SCIS,GPS,68.30619999999999,-133.527,46.36,-1628432.02,-1714393.06,5903844.73,ROBOT,"IGS20, IGS08, IGS, IGS14",CDDIS,40150M001,INTERNAL,"NRCan, Geodetic Survey Division",2
IQAL00CAN,CA,TPS NET-G3A,TPSCR.G3,NONE,GPS+GLO,63.75596388888888,-68.51049722222224,91.7,1036001.02,-2631455.56,5697819.69,ROBOT,"IGS20, IGS, IGS14, RTS",CDDIS,40194M001,INTERNAL,Natural Resources Canada,2
IQQE00CHL,CL,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,-20.273541666666667,-70.13171666666666,38.9,2034208.0,-5629172.0,-2196142.0,ROBOT,IGS,SIO,41708S002,INTERNAL,National Seismological Center of the U. of Chile,5
IRKJ00RUS,RU,JPS LEGACY,JPSREGANT_SD_E1,NONE,GPS+GLO,52.219019444444434,104.31617777777777,502.1,-968328.35,3794426.541,5018167.196,ROBOT,"IGS20, IGS08, IGS",CDDIS,12313M002,EXTERNAL H-MASER,VNIIFTRI,2
IRKM00RUS,Russian Federation,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO,52.219024091666675,104.31624031388888,502.317,-968332.3889,3794425.4087,5018167.7058,ROBOT,"IGS14 Core, IGS, IGS14",CDDIS,12313M001,EXTERNAL H-MASER,RDAAC,
ISBA00IRQ,IQ,TRIMBLE NETR5,TRM57971.00,NONE,GPS+GLO,33.34141388888891,44.43840277777778,72.4,3808364.974,3734430.116,3485693.39,ROBOT,"IGS20, IGS",https://geodesy.noaa.gov/corsdata/,20308M001,INTERNAL,Iraq Ministry of Water Resource General Directorat,336
ISHI00JPN,JP,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+QZSS,36.20883333333333,140.21895555555554,155.83,-3959648.7541,3296836.3371,3747005.5756,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,21791M001,EXTERNAL H-MASER,Geospatial Information Authority of Japan,2
ISPA00CHL,CL,ASHTECH UZ-12,ASH701945E_M,SCIT,GPS,-27.124982944444447,-109.34440997222225,112.4948,-1881703.507,-5359979.772,-2890599.259,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14",JPL,41703M007,INTERNAL,Jet Propulsion Laboratory,
ISTA00TUR,TR,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.104447222222234,29.019338888888885,147.2,4208830.46,2334850.14,4171267.18,ROBOT,"IGS20, IGS08, IGS, RTS, IGS Multi-GNSS",BKG,20807M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,25
IZMI00TUR,Turkey,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,38.39480833333333,27.081822222222225,74.9,4456584.236,2278765.506,3939930.889,ROBOT,"IGS, IGS Multi-GNSS",IGN,20817M001,INTERNAL,General Command of Mapping Turkey,53
JCTW00ZAF,ZA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,-33.95143333333333,18.468549999999993,83.596,5023564.462,1677795.751,-3542025.865,ROBOT,"IGS, IGS Multi-GNSS",JAXA,30305M001,INTERNAL,Japan Aerospace Exploration Agency,2
JDPR00IND,IN,TRIMBLE ALLOY,TWIVC6050,SCIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,26.206705555555562,73.02382500000002,168.2,1671950.8578,5476891.3303,2799675.5722,ROBOT,"IGS, IGS Multi-GNSS",GA,22313M001,,ISTRAC,2
JFNG00CHN,CN,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,30.51556541194444,114.49101890027777,71.324,-2279828.8292,5004706.5483,3219777.4684,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,21602M006,INTERNAL,Centre National d'Etudes Spatiales,2
JNAV00VNM,VN,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,21.004585277777785,105.84394694444447,34.87,-1626346.47,5730605.79,2271881.48,ROBOT,"IGS, IGS Multi-GNSS",JAXA,24301M001,INTERNAL,Japan Aerospace Exploration Agency,213
JOG200IDN,ID,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-7.763813888888889,110.37246388888893,174.4,-2200208.0871,5924895.6273,-855929.2334,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,23109M002,INTERNAL,GeoForschungsZentrum,2
JOZ200POL,PL,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,52.09783055555556,21.032341666666667,152.3,3664881.0,1409190.0,5009618.0,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",BKG,12204M002,INTERNAL,Warsaw University of Technology,2
JOZE00POL,PL,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.097272222222216,21.031533333333332,141.4,3664940.5,1409153.59,5009571.17,ROBOT,"IGS08, IGS20, IGS, IGS14, IGS Multi-GNSS",BEV,12204M001,INTERNAL,Warsaw University of Technology,2
JPLM00USA,US,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL+BDS,34.20481944444445,-118.17322500000004,423.9843,-2493304.6796,-4655215.1032,3565497.5918,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",JPL,40400M007,EXTERNAL RUBIDIUM,Jet Propulsion Laboratory,2
JPRE00ZAF,ZA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS,-25.732025000000004,28.282633333333326,1387.327,5064032.232,2724721.054,-2752950.721,ROBOT,"IGS, IGS Multi-GNSS",JAXA,30325M001,INTERNAL,Japan Aerospace Exploration Agency,2
KARR00AUS,AU,SEPT POLARX5,TWIVC6050,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-20.981422222222214,117.09719722222218,109.1,-2713833.2625,5303935.1096,-2269513.7461,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50139M001,INTERNAL,Geoscience Australia,2
KAT100AUS,AU,SEPT POLARX5,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS,-14.375994444444443,132.15327777777782,184.3,-4147413.8169,4581462.5899,-1573359.0814,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,59968M001,INTERNAL,Geoscience Australia,2
KERG00ATF,TF,TRIMBLE ALLOY,ASH701945E_M,SNOW,GPS+GLO+GAL+BDS+QZSS+SBAS,-49.35146693888888,70.25552387944447,73.009,1406337.0,3918161.0,-4816168.0,ROBOT,"IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,91201M002,INTERNAL,Centre National d'Etudes Spatiales,2
KHAR00UKR,UA,NOV OEMV3,NOV702GG,NONE,GPS+GLO,50.005102777777786,36.23900833333334,201.0,3312984.369,2428203.401,4863307.795,ROBOT,IGS,BKG,12314M001,INTERNAL,Main Astronomical Observatory of Ukraine,
KIR000SWE,SE,SEPT POLARX5,JAVRINGANT_DM,OSOD,GPS+GLO+GAL+BDS+QZSS+SBAS,67.87757222222223,21.060233333333336,498.0,2248123.504,865686.533,5886425.594,,"IGS, IGS Multi-GNSS, RTS",BKG,10422M001,INTERNAL,Lantmateriet the Swedish mapping authority,2
KIR800SWE,SE,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,67.87754166666667,21.060177777777785,498.0,2248127.371,865685.468,5886424.301,ROBOT,"IGS Multi-GNSS, RTS, IGS",BKG,10422M002,INTERNAL,Lantmateriet the Swedish mapping authority,2
KIRI00KIR,KI,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,1.3545805555555555,172.92289722222222,36.2,-6327822.4922,785604.1018,149769.0463,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50305M001,INTERNAL,Geoscience Australia,2
KIRU00SWE,SE,SEPT POLARX5TR,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,67.85734999999997,20.96844166666667,390.9,2251420.999,862817.095,5885476.564,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,10403M002,EXTERNAL CESIUM,ESA/ESOC,2
KIT300UZB,UZ,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.13476666666666,66.88544999999999,622.6,1944944.8306,4556652.418,4004326.1235,ROBOT,"IGS08, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,12334M001,INTERNAL,GeoForschungsZentrum,2
KITG00UZB,UZ,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.133386402777795,66.88673816111113,620.631,1944879.726,4556783.77,4004205.937,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,12334M004,INTERNAL,Centre National d'Etudes Spatiales,2
KMNM00TWN,TW,TRIMBLE ALLOY,TPSCR3_GGD,CONE,GPS+GLO+GAL+BDS+QZSS+SBAS,24.463822222222227,118.38857777777774,49.1,-2761837.8555,5110347.1476,2625150.8677,ROBOT,"IGS20, IGS, IGS Multi-GNSS",GA (ftp.ga.gov.au),23608M001,INTERNAL,National Land Surveying and Mapping Center,3
KOKB00USA,United States of America,SEPT POLARX5TR,ASH701945G_M,NONE,GPS+GLO+GAL+BDS+QZSS,22.126263777777776,-159.66492977777781,1167.5216,-5543838.3609,-2054586.6103,2387810.1225,ROBOT,"IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS",JPL,40424M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
KOKV00USA,United States of America,JAVAD TRE_G3TH DELTA,ASH701945G_M,NONE,GPS+GLO+BDS+QZSS,22.126263777777776,-159.66492977777781,1167.5216,-5543838.3609,-2054586.6103,2387810.1225,ROBOT,"IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40424M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
KOS100NLD,NL,SEPT POLARX5E,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.17335555555557,5.818225000000001,104.8,3899613.948,397361.592,5014738.666,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13504M005,INTERNAL,Delft University of Technology,2
KOUC00NCL,NC,TRIMBLE NETR9,TRM57971.00,TZGD,GPS+GLO+GAL+BDS+QZSS,-20.558697222222218,164.2873333333333,84.17,-5751222.662,1617967.645,-2225744.218,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS Multi-GNSS, RTS",IGN,92727S001,INTERNAL,DEPARTMENT of LAND (DITTT/ST/BGN),33
KOUG00GUF,GF,SEPT POLARX5TR,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,5.0984708675,-52.63975015083333,107.248,3855263.0,-5049731.0,563040.0,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,97301M402,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,2
KOUR00GUF,GF,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+SBAS,5.2522,-52.806,-25.57,3839591.447,-5059567.538,579956.867,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,97301M210,EXTERNAL H-MASER,ESA/ESOC,2
KRGG00ATF,TF,TRIMBLE ALLOY,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-49.351543011111104,70.2555059277778,72.9673,1406336.2099,3918154.6213,-4816172.8453,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,91201M007,INTERNAL,Centre National d'Etudes Spatiales,2
KRS100TUR,Turkey,TRIMBLE NETR5,TRM55971.00,TZGD,GPS+GLO+SBAS,40.58845277777779,43.09344444444445,1811.7,3542999.668,3314720.171,4129002.589,ROBOT,IGS,IGN,20816M001,INTERNAL,General Command of Mapping Turkey,37
KSU100USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS,39.10075000000001,-96.60948333333334,325.5905,-570504.689,-4923591.018,4001208.4839,ROBOT,"IGS20, RTS, IGS, IGS Multi-GNSS",CDDIS,49240M001,INTERNAL,EarthScope Consortium,2
KUJ200CAN,CA,SEPT POLARX5,AOAD/M_T_RFI_T,NONE,GPS+GLO+GAL,55.29000833333334,-77.73527222222222,8.6,773263.38,-3557025.2,5219841.77,ROBOT,"IGS, IGS Multi-GNSS, RTS",NRCan,40154M002,INTERNAL,Natural Resources Canada,
KZN200RUS,RU,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,55.79078333333331,49.11924444444445,94.6,2352345.7,2717466.1,5251458.5,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",BKG,12374M001,INTERNAL,Kazan Federal University,2
LAE100PNG,PG,ASHTECH UZ-12,ASH700936A_M,NONE,GPS,-6.6737,146.99319999999994,140.35,-5312857.053,3451108.016,-736322.743,COPIED,"IGS08, IGS08 Core, IGS20, IGS",CDDIS,51002M001,INTERNAL,Department of Surveying and Land Studies,17
LAMA00POL,PL,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,53.89240000000001,20.669933333333333,186.7,3524523.0,1329693.0,5129846.0,ROBOT,"IGS, IGS Multi-GNSS",BEV,12209M001,INTERNAL,University of Warmia and Mazury in Olsztyn,2
LAUT00FJI,FJ,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-17.60880555555556,177.44658333333334,89.7,-6075194.5,270924.0,-1917189.6,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50804M002,INTERNAL,Geoscience Australia,2
LBCH00USA,US,SEPT POLARX5,TWIVC6150,SCIS,GPS+GLO+GAL+SBAS,33.78776944444443,-118.20334444444447,-27.58,-2507798.7984,-4676369.6918,3526890.8008,ROBOT,"IGS, RTS",CDDIS,40482M001,INTERNAL,USGS,2
LCK400IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,26.91214166666667,80.95561666666669,64.2,894678.4718,5620595.0084,2869567.4303,ROBOT,"IGS20, IGS Multi-GNSS, IGS","CDDIS,KASI",22305M005,EXTERNAL Passive Hydrogen Maser,ISTRAC,2
LEIJ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,51.353983333333346,12.37410277777778,178.4,3898736.2,855345.5,4958372.6,ROBOT,"IGS, RTS, IGS Multi-GNSS",BKG,14267M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
LHAZ00CHN,CN,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,29.65733055555556,91.10402222222221,3622.0,-106943.5,5549296.14,3139212.6,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS14, RTS, IGS Multi-GNSS",BKG,21613M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,296
LICC00GBR,United Kingdom of Great Britain and Northern,CHC P5E,CHCC220GR2,CHCD,GPS+GLO+GAL+BDS+SBAS,51.49978888888889,-0.17483888888888888,88.7,3978703.569,-12141.038,4968417.218,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,15201M001,INTERNAL,Imperial College London,2
LMMF00MTQ,MQ,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,14.594816666666668,-60.99616944444443,-27.0,2993387.952,-5399363.731,1596748.042,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",IGN,97205M001,INTERNAL,Institut National de l'Information Geographique et,2
LPAL00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,28.76395833333333,-17.893838888888894,2207.0,5326648.0,-1719828.0,3052056.0,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",BKG,81701M001,INTERNAL,Instituto Geografico Nacional,2
LPGS00ARG,AR,JAVAD TRE_3,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL+BDS,-34.90674444444445,-57.93230000000001,29.9,2780102.9896,-4437418.9149,-3629404.5253,CHAMBER,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,41510M001,INTERNAL,GeoForschungsZentrum,2
LROC00FRA,FR,LEICA GR25,ASH701945B_M,NONE,GPS+GLO+GAL+SBAS,46.15893888888889,-1.2193194444444444,57.9,4424632.8,-94175.5,4577543.9,COPIED,"IGS14, IGS08, IGS20, IGS, IGS Multi-GNSS",IGN,10023M001,INTERNAL,Universite de la Rochelle,2
M0SE00ITA,IT,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.89311388888889,12.493258333333333,120.6,4642432.5,1028629.4,4236854.2,ROBOT,"IGS20, RTS, IGS Multi-GNSS, IGS",BKG,12772M001,EXTERNAL RUBIDIUM,University of Rome La Sapienza,2
MAC100AUS,AU,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,-54.499527777777786,158.93583055555558,-6.8,-3464038.831,1334173.214,-5169223.926,ROBOT,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50135M001,INTERNAL,Geoscience Australia,2
MAD200ESP,ES,ASHTECH Z-XII3T,AOAD/M_T,NONE,GPS,40.42916111111111,-4.249658333333333,829.5,4849202.3989,-360328.9943,4114913.1884,ROBOT,IGS,JPL,13407S012,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
MADR00ESP,ES,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,40.42916111111111,-4.249658333333333,829.5,4849202.394,-360328.9929,4114913.1862,ROBOT,"IGS, RTS, IGS Multi-GNSS",JPL,13407S012,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
MAG000RUS,Russian Federation,ASHTECH Z-XII3,ASH700936D_M,JPLA,GPS,59.57580000000001,150.76999999999998,361.9266,-2825810.152,1581233.0113,5477005.6213,,IGS,,12354M001,INTERNAL,RDAAC,
MAJU00MHL,Marshall Islands,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,7.1191361111111116,171.364525,33.9,-6257572.5057,950332.3662,785215.1556,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",GA,51501M001,INTERNAL,Geoscience Australia,2
MAL200KEN,KE,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,-2.996,40.194,-20.4,4865385.694,4110717.189,-331137.637,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,33201M003,INTERNAL,ESA/ESOC,2
MANA00NIC,NI,SEPT POLARX5,TRM59800.99,SCIS,GPS+GLO+GAL+BDS+SBAS,12.148938888888884,-86.24899444444446,71.0,407981.838,-6222925.713,1333528.967,ROBOT,"IGS08, IGS, IGS Multi-GNSS",CDDIS,41201S001,INTERNAL,Instituto Nicaraguense de Estudios Territoriales,2
MAR600SWE,SE,SEPT POLARX5,JAVRINGANT_DM,OSOD,GPS+GLO+GAL+BDS+IRNSS+SBAS,60.59514166666666,17.258522222222215,75.4,2998189.713,931451.589,5533398.473,,"IGS14, IGS08, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,10405M002,INTERNAL,Lantmateriet the Swedish mapping authority,2
MAR700SWE,SE,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,60.59505277777776,17.258438888888897,74.3,2998198.758,931449.71,5533392.638,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,10405M003,INTERNAL,Lantmateriet the Swedish mapping authority,2
MARS00FRA,FR,LEICA GR50,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,43.27876944444445,5.353783333333333,61.7,4630532.8,433946.1,4350142.6,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,10073M008,INTERNAL,Institut National de l'Information Geographique et,2
MAS100ESP,ES,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,27.7637388888889,-15.633277777777774,197.2,5439192.263,-1522055.61,2953454.72,ROBOT,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,31303M002,EXTERNAL CESIUM,ESA/ESOC,2
MAT100ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,40.6490611111111,16.70454444444444,534.5,4641951.507,1393053.602,4133280.821,ROBOT,"IGS14, IGS08, IGS14 Core, IGS, IGS Multi-GNSS",CDDIS,12734M009,INTERNAL,Agenzia Spaziale Italiana,2
MATE00ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,40.649130555555544,16.70445833333333,535.6,4641949.709,1393045.298,4133287.333,ROBOT,"IGS14, IGS08, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",ASI,12734M008,EXTERNAL H_MASER,Agenzia Spaziale Italiana,2
MATG00ITA,IT,LEICA GR10,LEIAR25,NONE,GPS+GLO+GAL,40.649027777777775,16.704652777777778,537.0,4641953.035,1393063.547,4133279.589,ROBOT,"IGS, IGS Multi-GNSS, RTS",ASI,12734M010,INTERNAL,Agenzia Spaziale Italiana,2
MAUI00USA,United States,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,20.706699999999994,-156.25699999999995,3062.0,-5466069.0,-2404328.0,2242127.0,ROBOT,"IGS14, IGS08, IGS20, IGS14 Core, IGS",SIO,40445S008,INTERNAL,Pacific GPS Facility,3
MAW100ATA,AQ,SEPT POLARX5,AOAD/M_T,AUST,GPS+GLO+GAL+BDS+QZSS+IRNSS,-67.6048,62.870700000000014,59.2,1111287.138,2168911.297,-5874493.644,,"IGS14, IGS08, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",GA,66004M001,INTERNAL,Geoscience Australia,2
MAYG00MYT,YT,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-12.782053177222226,45.25815193666667,-16.35,4379104.6069,4418744.4751,-1401897.9428,ROBOT,"IGS Multi-GNSS, IGS, RTS",IGN,90101M001,INTERNAL,Centre National d'Etudes Spatiales,2
MBAR00UGA,UG,JAVAD TRE_3 DELTA,ASH701945B_M,SCIS,GPS+GLO+GAL+BDS+IRNSS,-0.6014690555555555,30.73787619444445,1337.6533,5482951.3876,3260442.6429,-66519.8489,COPIED,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",JPL,33901M001,INTERNAL,Jet Propulsion Laboratory,2
MCHL00AUS,AU,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-26.358902777777775,148.14496111111114,534.6,-4857858.9306,3018464.3696,-2814983.2242,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",GA,59905M001,INTERNAL,Geoscience Australia,2
MCIL00JPN,JP,TRIMBLE ALLOY,TRM59800.80,SCIS,GPS+GLO+GAL+QZSS,24.290094444444442,153.9786611111111,35.66,-5227188.142,2551880.364,2607617.909,COPIED,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",CDDIS,21789S001,EXTERNAL RUBIDIUM,Geospatial Information Authority of Japan,113
MCM400ATA,AQ,JAVAD TRE_G3TH DELTA,AOAD/M_T,JPLA,GPS+GLO+GAL+QZSS,-77.83834947222223,166.66932930555558,98.0222,-1311703.172,310814.982,-6213255.16,,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",JPL,66001M003,INTERNAL,Jet Propulsion Laboratory,2
MDO100USA,United States of America,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,30.68051111111112,-104.01499330555556,2004.4761,-1329998.797,-5328393.357,3236504.141,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40442M012,INTERNAL,Jet Propulsion Laboratory,2
MDVJ00RUS,Russian Federation,TPS NETG3,JPSREGANT_DD_E1,NONE,GPS+GLO,56.021491666666655,37.21450277777779,257.4,2845456.3,2160954.3,5265993.4,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS",CDDIS,12309M005,EXTERNAL H-MASER,Institute of Metrology for Time and Space,2
MEDI00ITA,IT,LEICA GR10,LEIAR20,LEIM,GPS+GLO+GAL,44.51995555555557,11.646813888888888,50.0,4461400.894,919593.443,4449504.669,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS",ASI,12711M003,EXTERNAL H-MASER,Agenzia Spaziale Italiana,2
MELI00ESP,ES,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS,35.281219444444446,-2.9516416666666663,93.5,5205630.0,-268410.0,3663434.0,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",BKG,19379M001,INTERNAL,Instituto Geografico Nacional,2
